BSSID,08:1f:f3:b2:d0:a1,SSID,eduroam,level,-73
BSSID,f8:5f:2a:5f:5c:a8,SSID,NOKIA Lumia 900_5438,level,-82
BSSID,00:18:84:88:bf:88,SSID,MyPlace,level,-86
BSSID,00:27:0d:2d:dd:c0,SSID,aalto open,level,-70
BSSID,00:27:0d:2d:dd:c1,SSID,eduroam,level,-66
BSSID,08:1f:f3:b2:d0:a0,SSID,aalto open,level,-74
BSSID,00:27:0d:2d:d0:71,SSID,eduroam,level,-74
BSSID,a4:56:30:e8:17:60,SSID,aalto open,level,-79
BSSID,00:1d:7e:fc:31:06,SSID,NFC,level,-83
BSSID,00:27:0d:2d:d0:70,SSID,aalto open,level,-76
BSSID,a0:cf:5b:fa:34:e1,SSID,eduroam,level,-81
BSSID,0e:b6:24:9f:49:f2,SSID,Portthru,level,-82
BSSID,00:90:4c:91:00:03,SSID,dd-wrt,level,-82
BSSID,00:22:55:df:65:11,SSID,eduroam,level,-94
BSSID,00:27:0d:0b:d1:c0,SSID,aalto open,level,-95
BSSID,00:22:55:df:65:10,SSID,aalto open,level,-80
BSSID,10:6f:3f:f7:37:c8,SSID,Ren_2.4,level,-86
BSSID,a0:cf:5b:ca:a9:01,SSID,eduroam,level,-84
BSSID,00:27:0d:08:bf:11,SSID,eduroam,level,-78
BSSID,00:27:0d:08:bf:10,SSID,aalto open,level,-81
BSSID,00:27:0d:08:be:80,SSID,aalto open,level,-85
BSSID,a0:cf:5b:ca:a9:00,SSID,aalto open,level,-87
BSSID,08:1f:f3:b2:d0:a1,SSID,eduroam,level,-75
BSSID,f8:5f:2a:5f:5c:a8,SSID,NOKIA Lumia 900_5438,level,-84
BSSID,00:18:84:88:bf:88,SSID,MyPlace,level,-87
BSSID,00:27:0d:2d:dd:c0,SSID,aalto open,level,-75
BSSID,00:27:0d:2d:dd:c1,SSID,eduroam,level,-65
BSSID,08:1f:f3:b2:d0:a0,SSID,aalto open,level,-74
BSSID,00:27:0d:2d:d0:71,SSID,eduroam,level,-67
BSSID,a4:56:30:e8:17:60,SSID,aalto open,level,-82
BSSID,00:1d:7e:fc:31:06,SSID,NFC,level,-77
BSSID,00:27:0d:2d:d0:70,SSID,aalto open,level,-64
BSSID,a0:cf:5b:fa:34:e1,SSID,eduroam,level,-81
BSSID,0e:b6:24:9f:49:f2,SSID,Portthru,level,-82
BSSID,00:22:55:df:65:11,SSID,eduroam,level,-94
BSSID,00:27:0d:0b:d1:c0,SSID,aalto open,level,-95
BSSID,00:22:55:df:65:10,SSID,aalto open,level,-83
BSSID,10:6f:3f:f7:37:c8,SSID,Ren_2.4,level,-82
BSSID,a0:cf:5b:ca:a9:01,SSID,eduroam,level,-85
BSSID,00:27:0d:08:bf:11,SSID,eduroam,level,-78
BSSID,00:27:0d:08:be:80,SSID,aalto open,level,-84
BSSID,a0:cf:5b:ca:a9:00,SSID,aalto open,level,-85
BSSID,22:2f:6b:6a:86:50,SSID,cellulaire gsm olivier,level,-76
BSSID,00:27:0d:08:be:81,SSID,eduroam,level,-83
BSSID,00:22:55:75:48:a0,SSID,aalto open,level,-86
BSSID,08:1f:f3:b2:d0:a1,SSID,eduroam,level,-75
BSSID,f8:5f:2a:5f:5c:a8,SSID,NOKIA Lumia 900_5438,level,-84
BSSID,00:18:84:88:bf:88,SSID,MyPlace,level,-89
BSSID,00:27:0d:2d:dd:c0,SSID,aalto open,level,-71
BSSID,00:27:0d:2d:dd:c1,SSID,eduroam,level,-70
BSSID,08:1f:f3:b2:d0:a0,SSID,aalto open,level,-79
BSSID,00:27:0d:2d:d0:71,SSID,eduroam,level,-67
BSSID,a4:56:30:e8:17:60,SSID,aalto open,level,-82
BSSID,00:1d:7e:fc:31:06,SSID,NFC,level,-71
BSSID,00:27:0d:2d:d0:70,SSID,aalto open,level,-66
BSSID,0e:b6:24:9f:49:f2,SSID,Portthru,level,-76
BSSID,00:22:55:df:65:11,SSID,eduroam,level,-77
BSSID,00:22:55:df:65:10,SSID,aalto open,level,-83
BSSID,10:6f:3f:f7:37:c8,SSID,Ren_2.4,level,-82
BSSID,a0:cf:5b:ca:a9:01,SSID,eduroam,level,-88
BSSID,00:27:0d:08:be:80,SSID,aalto open,level,-84
BSSID,a0:cf:5b:ca:a9:00,SSID,aalto open,level,-88
BSSID,22:2f:6b:6a:86:50,SSID,cellulaire gsm olivier,level,-75
BSSID,00:27:0d:08:be:81,SSID,eduroam,level,-83
BSSID,00:22:55:75:48:a0,SSID,aalto open,level,-86
BSSID,00:22:55:df:64:d1,SSID,eduroam,level,-83
BSSID,00:22:55:75:44:91,SSID,eduroam,level,-95
BSSID,00:90:4c:91:00:03,SSID,dd-wrt,level,-87
BSSID,08:1f:f3:b2:d0:a1,SSID,eduroam,level,-87
BSSID,f8:5f:2a:5f:5c:a8,SSID,NOKIA Lumia 900_5438,level,-84
BSSID,00:18:84:88:bf:88,SSID,MyPlace,level,-91
BSSID,00:27:0d:2d:dd:c0,SSID,aalto open,level,-68
