BSSID,00:18:84:88:bf:88,SSID,MyPlace,level,-85
BSSID,f8:5f:2a:5f:5c:a8,SSID,NOKIA Lumia 900_5438,level,-79
BSSID,00:27:0d:2d:dd:c1,SSID,eduroam,level,-64
BSSID,00:1d:7e:fc:31:06,SSID,NFC,level,-78
BSSID,00:27:0d:2d:dd:c0,SSID,aalto open,level,-63
BSSID,00:22:55:df:65:11,SSID,eduroam,level,-62
BSSID,00:27:0d:2d:d0:71,SSID,eduroam,level,-75
BSSID,00:22:55:df:65:10,SSID,aalto open,level,-62
BSSID,be:d1:d3:45:01:54,SSID,ASNET,level,-82
BSSID,00:27:0d:2d:d0:70,SSID,aalto open,level,-80
BSSID,08:1f:f3:b2:d0:a1,SSID,eduroam,level,-72
BSSID,a4:56:30:e8:17:61,SSID,eduroam,level,-83
BSSID,0e:b6:24:9f:49:f2,SSID,Portthru,level,-86
BSSID,00:22:55:75:44:91,SSID,eduroam,level,-93
BSSID,00:27:0d:08:bf:10,SSID,aalto open,level,-87
BSSID,00:27:0d:08:c3:20,SSID,aalto open,level,-92
BSSID,00:27:0d:08:be:81,SSID,eduroam,level,-85
BSSID,a0:cf:5b:ca:a9:01,SSID,eduroam,level,-85
BSSID,a0:cf:5b:ca:a9:00,SSID,aalto open,level,-83
BSSID,00:27:0d:08:be:80,SSID,aalto open,level,-83
BSSID,24:01:c7:77:f9:40,SSID,aalto open,level,-92
BSSID,00:18:84:88:bf:88,SSID,MyPlace,level,-84
BSSID,f8:5f:2a:5f:5c:a8,SSID,NOKIA Lumia 900_5438,level,-85
BSSID,00:27:0d:2d:dd:c1,SSID,eduroam,level,-68
BSSID,00:1d:7e:fc:31:06,SSID,NFC,level,-58
BSSID,00:27:0d:2d:dd:c0,SSID,aalto open,level,-63
BSSID,00:22:55:df:65:11,SSID,eduroam,level,-86
BSSID,00:27:0d:2d:d0:71,SSID,eduroam,level,-64
BSSID,be:d1:d3:45:01:54,SSID,ASNET,level,-67
BSSID,00:27:0d:2d:d0:70,SSID,aalto open,level,-63
BSSID,a4:56:30:e8:17:61,SSID,eduroam,level,-83
BSSID,0e:b6:24:9f:49:f2,SSID,Portthru,level,-84
BSSID,00:22:55:75:44:91,SSID,eduroam,level,-83
BSSID,00:27:0d:08:bf:10,SSID,aalto open,level,-81
BSSID,00:27:0d:08:be:81,SSID,eduroam,level,-85
BSSID,a0:cf:5b:ca:a9:01,SSID,eduroam,level,-88
BSSID,a0:cf:5b:ca:a9:00,SSID,aalto open,level,-83
BSSID,00:27:0d:08:be:80,SSID,aalto open,level,-83
BSSID,24:01:c7:77:f9:40,SSID,aalto open,level,-92
BSSID,10:6f:3f:f7:37:c8,SSID,Ren_2.4,level,-74
BSSID,04:54:53:0e:01:bf,SSID,Vilen's iMac,level,-80
BSSID,e0:cb:ee:39:92:8b,SSID,AndroidAP,level,-84
BSSID,00:27:0d:08:bf:11,SSID,eduroam,level,-89
BSSID,00:27:0d:2e:79:f1,SSID,eduroam,level,-89
BSSID,10:9a:dd:8c:a6:af,SSID,Apple Network 8ca6af,level,-82
BSSID,08:1f:f3:b2:d0:a0,SSID,aalto open,level,-86
BSSID,00:18:84:88:bf:88,SSID,MyPlace,level,-78
BSSID,f8:5f:2a:5f:5c:a8,SSID,NOKIA Lumia 900_5438,level,-87
BSSID,00:27:0d:2d:dd:c1,SSID,eduroam,level,-70
BSSID,00:1d:7e:fc:31:06,SSID,NFC,level,-68
BSSID,00:27:0d:2d:dd:c0,SSID,aalto open,level,-61
BSSID,00:22:55:df:65:11,SSID,eduroam,level,-86
BSSID,00:27:0d:2d:d0:71,SSID,eduroam,level,-80
BSSID,be:d1:d3:45:01:54,SSID,ASNET,level,-70
BSSID,00:27:0d:2d:d0:70,SSID,aalto open,level,-70
BSSID,a4:56:30:e8:17:61,SSID,eduroam,level,-83
BSSID,0e:b6:24:9f:49:f2,SSID,Portthru,level,-80
BSSID,00:22:55:75:44:91,SSID,eduroam,level,-92
BSSID,00:27:0d:08:bf:10,SSID,aalto open,level,-86
BSSID,00:27:0d:08:be:81,SSID,eduroam,level,-85
BSSID,a0:cf:5b:ca:a9:01,SSID,eduroam,level,-88
BSSID,a0:cf:5b:ca:a9:00,SSID,aalto open,level,-83
BSSID,00:27:0d:08:be:80,SSID,aalto open,level,-83
BSSID,24:01:c7:77:f9:40,SSID,aalto open,level,-92
BSSID,10:6f:3f:f7:37:c8,SSID,Ren_2.4,level,-74
BSSID,04:54:53:0e:01:bf,SSID,Vilen's iMac,level,-79
BSSID,e0:cb:ee:39:92:8b,SSID,AndroidAP,level,-83
BSSID,00:27:0d:08:bf:11,SSID,eduroam,level,-84
BSSID,00:27:0d:2e:79:f1,SSID,eduroam,level,-89
BSSID,10:9a:dd:8c:a6:af,SSID,Apple Network 8ca6af,level,-85
BSSID,08:1f:f3:b2:d0:a0,SSID,aalto open,level,-86
